"Item ID","Form","Descriptor","Question summary","Response type","Difficulty","Cognitive category","Misconception","Expected answer","Reviewer verdict","Wording issue","Visual issue","Curriculum issue","Recommended action"
"y6-measurement-pre-11-v2","Pre-Test","AC9M6M03","A bus arrives at 11:58. An appointment begins at 12:00. Enter how many minutes early the bus arrives.","Constructed response","Moderate","Application","timetable-deadline-inclusive","2","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-12-v2","Pre-Test","AC9M6M04","Two straight paths cross. One angle is 47 degrees. Enter the vertically opposite angle in degrees.","Constructed response","Moderate","Application","vertical-opposite-supplement","47","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-13-v2","Pre-Test","AC9M6M01","A running track section is 0.72 km long. Which explanation correctly converts it to metres?","Selected justification","Moderate","Reasoning","metric-decimal-place-value","0.72 km is 720 m because each kilometre contains 1000 metres.","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-14-v2","Pre-Test","AC9M6M02","A student adds 9 + 6 + 9 + 6 to find the surface covered by a 9 m by 6 m mural. Enter the correct area in square metres.","Constructed response","Moderate","Reasoning","perimeter-vs-area","54","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-15-v2","Pre-Test","AC9M6M03","A train arrives at 10:20 and the connecting bus leaves at 10:47. Enter the waiting time in minutes.","Constructed response","Challenging","Reasoning","timetable-wait-time","27","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-16-v2","Pre-Test","AC9M6M04","An angle of 68 degrees and angle x form a straight line. Enter x in degrees.","Constructed response","Challenging","Reasoning","angle-point-vs-line-total","112","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-17-v2","Pre-Test","AC9M6M01","One supply bag has mass 2.05 kg and another has mass 1980 g. Enter the difference in grams.","Constructed response","Challenging","Reasoning","mixed-unit-comparison","70","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-18-v2","Pre-Test","AC9M6M02","A rectangular market stall must cover 72 square metres. If its length is 9 m, enter the required width in metres.","Constructed response","Challenging","Reasoning","rectangle-area-factor-pairs","8","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-19-v2","Pre-Test","AC9M6M03","A ferry leaves at 08:35 and arrives at 09:20. After a 15-minute wait, a bus leaves at 09:35 and arrives at 10:10. Enter the total time from the ferry departure to the bus arrival in minutes.","Constructed response","Very Challenging","Transfer","timetable-wait-time","95","Approved","","","","Proceed to pilot calibration"
"y6-measurement-pre-20-v2","Pre-Test","AC9M6M04","Two straight roads cross. One angle is 64 degrees. Angle x is adjacent to it on a straight line. Enter x in degrees.","Structured explanation","Very Challenging","Transfer","vertical-opposite-supplement","116","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-01-v2","Post-Test","AC9M6M01","A short trail section is 0.006 km long. Enter its length in metres.","Constructed response","Easy","Understanding","metric-decimal-place-value","6","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-02-v2","Post-Test","AC9M6M02","A rectangular solar array is 14.5 m long and 6 m wide. Enter its area in square metres.","Constructed response","Moderate","Application","linear-vs-square-units","87","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-03-v2","Post-Test","AC9M6M03","A coach departs at 14:25 and arrives at 16:10. Enter the journey duration in minutes.","Constructed response","Moderate","Application","elapsed-time-base-ten","105","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-04-v2","Post-Test","AC9M6M04","Two adjacent angles on a straight bridge support form 180 degrees. One is 137 degrees. Enter the other angle.","Constructed response","Moderate","Application","angle-relationship-confusion","43","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-05-v2","Post-Test","AC9M6M01","A juice vat contains 2.375 L. Enter this capacity in millilitres.","Constructed response","Moderate","Application","conversion-direction","2375","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-06-v2","Post-Test","AC9M6M02","A rectangular community garden has area 180 square metres and width 12 m. Enter its length in metres.","Constructed response","Moderate","Application","rectangle-area-factor-pairs","15","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-07-v2","Post-Test","AC9M6M03","A harbour cruise starts at 09:48 and ends at 11:03. Enter its duration in minutes.","Constructed response","Moderate","Application","elapsed-time-base-ten","75","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-08-v2","Post-Test","AC9M6M04","Three angles around a point are 128 degrees, 96 degrees and x. Enter x in degrees.","Constructed response","Moderate","Application","angle-point-vs-line-total","136","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-09-v2","Post-Test","AC9M6M01","A catering container holds 4.2 kg of rice. After 650 g is used, enter the remaining mass in grams.","Constructed response","Moderate","Application","mixed-unit-comparison","3550","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-10-v2","Post-Test","AC9M6M02","An exhibition floor must have area 180 square metres. Its whole-number length must be greater than 14 m but no more than 15 m. Enter length,width using a comma.","Structured explanation","Moderate","Reasoning","rectangle-area-factor-pairs","15,12","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-11-v2","Post-Test","AC9M6M03","A show requires arrival by 18:30. A train arrives at exactly 18:30. A student says it is late. Enter the number of minutes late.","Constructed response","Challenging","Reasoning","timetable-deadline-inclusive","0","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-12-v2","Post-Test","AC9M6M04","A student subtracts 38 degrees from 90 to find the adjacent angle on a straight line. Enter the correct adjacent angle.","Constructed response","Challenging","Reasoning","angle-point-vs-line-total","142","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-13-v2","Post-Test","AC9M6M01","A student writes that 0.84 m equals 84 mm. Enter the correct length in millimetres.","Constructed response","Challenging","Reasoning","metric-decimal-place-value","840","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-14-v2","Post-Test","AC9M6M02","A student says a 16 m by 5 m rectangular banner has area 42 square metres because they added all four sides. Enter the correct area.","Constructed response","Challenging","Reasoning","perimeter-vs-area","80","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-15-v2","Post-Test","AC9M6M03","Service A leaves at 08:10 and arrives at 09:25. Service B leaves at 08:30 and arrives at 09:10. Enter how many minutes earlier B arrives than A.","Constructed response","Challenging","Reasoning","timetable-earliest-departure","15","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-16-v2","Post-Test","AC9M6M04","Angles around a point are 110 degrees, 95 degrees, 70 degrees and x. A student uses a total of 180 degrees. Enter the correct value of x.","Constructed response","Challenging","Reasoning","angle-point-vs-line-total","85","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-17-v2","Post-Test","AC9M6M01","A tank needs 3.25 L more water. Which statement gives an equivalent amount and a valid reason?","Selected justification","Very Challenging","Transfer","conversion-direction","3250 mL, because multiplying litres by 1000 preserves the amount.","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-18-v2","Post-Test","AC9M6M02","Two rectangular enclosures each have area 96 square metres. Design A is 12 m by 8 m. Design B is 16 m by 6 m. Enter the difference between their perimeters in metres.","Constructed response","Very Challenging","Transfer","rectangle-area-factor-pairs","4","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-19-v2","Post-Test","AC9M6M03","A train leaves at 07:52 and arrives at 08:41. The connecting bus leaves at 09:05 and arrives at 09:38. Enter the total time from the train departure to the bus arrival in minutes.","Constructed response","Very Challenging","Transfer","timetable-wait-time","106","Approved","","","","Proceed to pilot calibration"
"y6-measurement-post-20-v2","Post-Test","AC9M6M04","Two straight bars cross. One angle is 42 degrees. Let x be its adjacent angle and y its vertically opposite angle. Enter x,y using a comma.","Structured explanation","Very Challenging","Transfer","vertical-opposite-supplement","138,42","Approved","","","","Proceed to pilot calibration"
